id,listing_url,name,description,neighborhood_overview,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bathrooms,bedrooms,beds,amenities,has_wifi,has_kitchen,has_tv,has_ac,has_pool,has_parking,has_washer,has_elevator,amenities_count,price_numeric,price,minimum_nights,review_scores_rating,review_scores_value,instant_bookable
286500,https://www.airbnb.com/rooms/286500,"centre, canal view with private bathroom","canal view room with private bathroom bright and spacious room in a charming canal house, overlooking one of amsterdam's iconic canals. features a comfortable king-size bed, private bathroom with shower and toilet, mini fridge, tea and coffee facilities, and free wi-fi. just a 5-minute walk from central station and close to major attractions, cafes, and shops. ideal for couples, solo travelers, or business guests seeking a comfortable and authentic stay.","residents live in the heart of the city - but that does mean avoiding the occasional wayward tourists on bicycles or revelling party-goers. with the building of the amsterdam public library, one can not only enjoy one of europe's largest public collections but also the expansive view of amsterdam centre from the roof-top cafe. southeast of centraal station, oudezijds lays between the city's red carpet damrak and the scenic oude schans canal. it is capped on its southern end by the river amstel. the red light district only takes up a small portion: within a triangle roughly formed by centraal station and the two main squares, dam and nieuwmarkt.",1,centrum-west,52.37561,4.9,private room in rental unit,private room,2,1 private bath,1,1,1,"[""Canal view"", ""Coffee"", ""Wifi"", ""Books and reading material"", ""Hangers"", ""Hot water kettle"", ""Shower gel"", ""Wine glasses"", ""Dining table"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Iron"", ""Room-darkening shades"", ""Shampoo"", ""Dishes and silverware"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Ethernet connection"", ""Host greets you"", ""Mini fridge"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""53 inch TV with standard cable"", ""Safe"", ""Extra pillows and blankets"", ""Smoke alarm"", ""First aid kit"", ""Refrigerator"", ""Central air conditioning"", ""Essentials"", ""Waterfront"", ""Clothing storage: closet""]",1,0,1,1,0,0,0,0,3,184,$184.00,3,4.92,4.81,1
290701,https://www.airbnb.com/rooms/290701,"central, big window, rear room with private bath.","rear room with private bathroom bright and spacious room in a charming, renovated canal house, overlooking one of amsterdam's iconic canals. features a comfortable king-size bed, private bathroom with shower and toilet, mini fridge, tea and coffee facilities, and free wi-fi. just a 5-minute walk from central station and close to major attractions, cafes, and shops. ideal for couples, solo travelers, or business guests seeking a comfortable and authentic stay.","the home is in the heart of the city but is surprisingly quiet southeast of centraal station, oudezijds lays between the city's red carpet damrak and the scenic oude schans canal. it is capped on its southern end by the river amstel. the red light district only takes up a small portion: within a triangle roughly formed by centraal station and the two main squares, dam and nieuwmarkt.",1,centrum-west,52.37561,4.9,private room in home,private room,2,1 private bath,1,1,1,"[""Canal view"", ""Coffee"", ""Portable fans"", ""Wifi"", ""Books and reading material"", ""Hangers"", ""Hot water kettle"", ""Shower gel"", ""Wine glasses"", ""Dining table"", ""Hot water"", ""Bed linens"", ""TV with standard cable"", ""Long term stays allowed"", ""One small fridge  refrigerator"", ""Iron"", ""Room-darkening shades"", ""Shampoo"", ""Dishes and silverware"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Host greets you"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Safe"", ""Extra pillows and blankets"", ""Smoke alarm"", ""First aid kit"", ""Essentials"", ""Waterfront"", ""Clothing storage: closet""]",1,0,1,0,0,0,0,0,2,184,$184.00,3,4.86,4.76,1
291752,https://www.airbnb.com/rooms/291752,cozy & large bohemian style room,cozy spacious room in a beautiful and spiritually decorated apartment. the room is situated on the 3rd floor of a traditional amsterdam brick building built in the early 20th century. the apartment is shared with the two hosts.,"it is a calm yet atmospheric residential area with a diverse population of singles, yuppies, students, artists and families. right around the corner runs the amstel river where you can enjoy beautiful views of the magere brug ('skinny bridge') and typical picturesque canal houses and houseboats. a stroll along the green strip that runs beside the amstel takes you right into the heart of the city. there are many nice bars and restaurants to explore including the popular rugged yet classy industrial club & restaurant trouw. for food shopping there is a large supermarket just around the corner but for more fun and tasty food shopping close by you can go the the lively area ""de pijp"" with the famous albert cuyp market. it's one of the largest markets in europe where you can find anything from exotic foods and eateries, traditional dutch cheese or herring and all kinds of artistic clothing, furniture and crafts. on waterlooplein you find the flea market where y",1,oud-oost,52.35143,4.91272,private room in rental unit,private room,2,1 shared bath,1,1,1,"[""Record player"", ""Heating"", ""Hair dryer"", ""Cleaning products"", ""EV charger"", ""Smoke alarm"", ""Refrigerator"", ""Wifi"", ""Lockbox"", ""Sound system"", ""Essentials"", ""HDTV with standard cable"", ""Dedicated workspace"", ""Iron"", ""Self check-in"", ""Dishes and silverware"", ""Coffee maker"", ""Washer""]",1,0,1,0,0,0,1,0,3,141,$141.00,3,4.88,4.72,0
304082,https://www.airbnb.com/rooms/304082,"private, quiet studio in the centre with terrace","we offer a cosy, quiet studio in the very centre of amsterdam. in a building where our friends and family live amongst different apartments, you will stay like a local, between locals. your studio is fully private with its own entrance, bathroom and kitchen. the studio is about 30 sqm and has everything you need for a city trip. we have a nespresso coffee machine with free teas and coffees, kitchen utensils, newly installed 5g wifi, and comfortable big bed and a very cute balcony.",missing,1,centrum-west,52.37046,4.89712,entire guesthouse,entire home/apt,2,1.5 baths,1.5,1,1,"[""Pets allowed"", ""Coffee maker: pour-over coffee"", ""Portable fans"", ""Courtyard view"", ""Hangers"", ""Fast wifi \u2013 92 Mbps"", ""Private backyard \u2013 Fully fenced"", ""Lockbox"", ""Shower gel"", ""Cleaning products"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Clothing storage: dresser"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Ceiling fan"", ""Self check-in"", ""Fire extinguisher"", ""Body soap"", ""Outdoor dining area"", ""Crib"", ""Garden view"", ""Laundromat nearby"", ""Host greets you"", ""Freezer"", ""Mini fridge"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Induction stove"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Baby bath"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""Conditioner""]",1,1,0,0,0,0,0,0,2,185,$185.00,2,4.78,4.61,0
306852,https://www.airbnb.com/rooms/306852,"sunshine, a sunny amsterdam center special",missing,missing,0,centrum-oost,52.35931,4.89844,entire rental unit,entire home/apt,4,1.5 baths,1.5,2,2,"[""Heating"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Wifi"", ""Microwave"", ""Stove"", ""Kitchen"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Coffee maker"", ""Washer""]",1,1,1,0,0,0,1,0,4,200,$200.00,4,4.63,4.66,0
307497,https://www.airbnb.com/rooms/307497,historical sailing ship monnickendam and amsterdam,"welcome on board of our historical sailing ship ""chateauroux"", in the summer sailing the dutch waters and docked in the historical harbour town monnickendam (20 min from amsterdam) or in amsterdam. experience the unique and free way of living on the water, like many local monnickendammers and amsterdammers do. our skipper will be happy to tell you all about the ship, sailing and the city.","amsterdam (pontsteiger) - from the northern pontsteiger, you are in the city in no time. the nearby westerpark blends green spaces, a lively creative and nightlife scene, and iconic architecture. along with its regular exhibitions, markets and festivals, the converted westergasfabriek gasworks contains indie shops, eclectic eateries, an art-house cinema, a brewery and a dance club. nearby, the museum het schip is the focus of a residential area of red-brick amsterdam school buildings.",1,westerpark,52.3933,4.88556,boat,entire home/apt,16,2.5 baths,2.5,10,26,"[""Canal view"", ""Pets allowed"", ""Wifi"", ""Hangers"", ""Pocket wifi"", ""Cleaning products"", ""Hot water"", ""Bed linens"", ""Self check-in"", ""Cooking basics"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Stove"", ""Oven"", ""Boat slip"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Refrigerator"", ""Building staff"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Waterfront"", ""Patio or balcony""]",1,1,0,0,0,0,0,0,2,948,$948.00,2,4.86,4.48,0
307621,https://www.airbnb.com/rooms/307621,"sunbird, sunny apt in quiet street",sunflower guarantees you a pleasant stay in amsterdam,missing,0,centrum-oost,52.35871,4.89616,entire rental unit,entire home/apt,2,1 bath,1,1,1,"[""Heating"", ""Luggage dropoff allowed"", ""Hair dryer"", ""High chair"", ""Hot tub"", ""Smoke alarm"", ""Wifi"", ""Hot water"", ""Kitchen"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Dedicated workspace"", ""Dryer"", ""Iron"", ""Shampoo"", ""Children\u2019s books and toys"", ""Washer""]",1,1,1,0,0,0,1,0,4,134,$134.00,3,4.83,5,0
311124,https://www.airbnb.com/rooms/311124,*historic centre* *bright* *canal view* *jordaan*,"our home is highly appreciated, because * in the heart of historic amsterdam in the most beautiful neighborhood, 'de jordaan' * van gogh, rijks museum, anne frank house, restaurants, all shops within walking distance * sunny balcony with a view of the canal * very quiet neighborhood * hardly any car traffic. mainly cyclists we like to give our guests personal advice and tips when appreciated. check in: preferably personally. possibly with a key box.","perfect location in the lively centre. nevertheless very quiet because very little car traffic. all high lights - rijks and van gogh museum, 9 streets, fashion and jewelry stores etc etc, bars and restaurants in walking distance.",0,centrum-west,52.37104,4.87713,entire rental unit,entire home/apt,2,1 bath,1,1,1,"[""Canal view"", ""Coffee"", ""Paid parking garage off premises"", ""Portable fans"", ""Wifi"", ""MI box sound system"", ""Hangers"", ""Hot water kettle"", ""Washer"", ""Coffee maker: Nespresso, pour-over coffee"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Hot water"", ""Bed linens"", ""Other electric stove"", ""Iron"", ""Private patio or balcony"", ""City skyline view"", ""Shampoo"", ""Cooking basics"", ""Dishes and silverware"", ""Blender"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""EV charger"", ""Microwave"", ""Drying rack for clothing"", ""Host greets you"", ""Dedicated workspace"", ""Boat slip"", ""Housekeeping available every day - available at extra cost"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Waterfront"", ""HDTV with Chromecast, DVD player""]",1,1,1,0,0,1,1,0,5,325,$325.00,5,4.79,4.64,0
331946,https://www.airbnb.com/rooms/331946,great family house only suitable for fam with kids,* our house is only suitable for families with children (up to 3 or 4) and not for adults groups *,missing,0,de baarsjes - oud-west,52.3606,4.85739,entire loft,entire home/apt,4,2 baths,2,4,5,"[""Canal view"", ""Backyard"", ""Wifi"", ""Babysitter recommendations"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys"", ""Washer"", ""Baby safety gates"", ""Hot water"", ""Bed linens"", ""TV with standard cable"", ""Outlet covers"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Crib"", ""Microwave"", ""Stove"", ""Host greets you"", ""Dedicated workspace"", ""Oven"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Changing table"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""High chair""]",1,1,1,0,0,0,1,0,4,275,$275.00,3,4.89,4.75,0
343094,https://www.airbnb.com/rooms/343094,amstel nest - an urban retreat for two,"amstel nest is a stylish guest room for those who are looking for a quality accommodation. located in the neighborhood of the amstel river, adjacent to the popular district de pijp, you can easily taste the authentic amsterdam life and enjoy the great connectivity.","from our place, you can easily take a stroll (20-25 minutes) or bike (8-10 minutes) along the amstel river to the waterlooplein & center area. located in the neighborhood of the amstel river, adjacent to the popular district de pijp, you can easily taste the authentic amsterdam life and enjoy the great connectivity.",1,oud-oost,52.35715,4.90926,private room in townhouse,private room,2,1 private bath,1,1,1,"[""Wifi"", ""Hangers"", ""Lockbox"", ""Lock on bedroom door"", ""Hot water"", ""Long term stays allowed"", ""Iron"", ""Self check-in"", ""Dishes and silverware"", ""Shampoo"", ""Coffee maker"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Essentials""]",1,0,0,0,0,0,0,0,1,104,$104.00,5,4.9,4.75,1
359298,https://www.airbnb.com/rooms/359298,sunny roof top in beautiful area,"great apartment on the top floor with a wonderful roof-top terrace in a nice and quiet area of amsterdam city centre, plantage. the apartment have a doublebedroom, a lit and spacious living room with corner kitchen with all appliances, and a big flat tv screen. you will be sharing the apartment with our two cats: bibi and koeskoes!!!","the apartment is nicely situated in a quiet area of the city centre surrounded by the zoo, botanic garden, restaurants, the market of waterlooplein, museums as well as ten minutes from the dam square, red light district, leidseplein and rembrandsplein's nightlife.",0,centrum-oost,52.36217,4.91152,entire rental unit,entire home/apt,3,1 bath,1,1,0,"[""Heating"", ""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Kitchen"", ""TV with standard cable"", ""Essentials"", ""Host greets you"", ""Shampoo"", ""Free dryer"", ""Washer""]",1,1,1,0,0,0,1,0,4,271,$271.00,2,4.58,4.32,0
366438,https://www.airbnb.com/rooms/366438,private apartment@ city centre & canal view,"your own private souterrain apartment for a couple of days in the heart of amsterdam! spacious apartment with a queensize bed, kitchenette (no stove) , seperate new bathroom and seperate toilet. the apartment is fully private, no shared spaces!",between rembrandt square and red light district. perfect location for exploring the city and direct at canal.,1,centrum-west,52.36902,4.89535,private room in condo,private room,2,1.5 baths,1.5,1,1,"[""Canal view"", ""Coffee"", ""Toaster"", ""Wifi"", ""Hangers"", ""Babysitter recommendations"", ""Hot water kettle"", ""Children\u2019s dinnerware"", ""Paid street parking off premises"", ""Lockbox"", ""Children\u2019s books and toys"", ""Shower gel"", ""Stainless steel oven"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Private living room"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Single level home"", ""Central heating"", ""Iron"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Fire extinguisher"", ""Body soap"", ""Laundromat nearby"", ""Microwave"", ""Dedicated workspace"", ""Kitchenette"", ""30 inch TV with standard cable"", ""Hair dryer"", ""Private entrance"", ""Coffee maker: Nespresso"", ""High chair - available upon request"", ""Pack \u2019n play/Travel crib - available upon request"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Exterior security cameras on property"", ""Waterfront""]",1,1,1,0,0,1,0,0,4,147,$147.00,3,4.78,4.67,0
