id,listing_url,name,description,neighborhood_overview,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bathrooms,bedrooms,beds,amenities,has_wifi,has_kitchen,has_tv,has_ac,has_pool,has_parking,has_washer,has_elevator,amenities_count,price_numeric,price,minimum_nights,review_scores_rating,review_scores_value,instant_bookable
31082446,https://www.airbnb.com/rooms/31082446,modern apartment near vondelpark,this is a new apartment finished in december 2017. the whole apartment is brand new and newly decorated. the apartment is only available for 4 persons. the person that rents the place must be 25 years or older. those are the rules made by the building owners association. if the renter appears to be younger than 25 y.o. access will be denied.,"the apartment is a ten minute uber-drive from the airport but easily accessible by train from amsterdam lelylaan station as well (7 minute train ride + 10 minutes walk towards centre after). if you travel from central station tram 2 will take you directly to my apartment, with a 3 minutes walk after. tram 2 will take you from my apartment to museum square in 10 minutes and vondelpark you can walk to in 10 minutes as well. it's a nice and quiet neighbourhood with hoofddorpplein around the corner. (which gives you access to loads of different shops) which is 5 minutes walking distance from the apartment.. if you wanna go for a walk in the nature 'het amsterdamse bos' or 'amsterdam forest' is also really nearby. or go for a walk to see the historic olympic stadium which is in the same direction.",0,slotervaart,52.34937003,4.844663519,entire condo,entire home/apt,4,1.5 baths,1.5,1,2,"[""Coffee"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Kitchen"", ""Single oven"", ""Patio or balcony"", ""Washer""]",1,1,1,0,0,0,1,0,4,326,$326.00,3,4.86,4.57,0
31100723,https://www.airbnb.com/rooms/31100723,"cosy apartment in ""de pijp""","bright and cosy apartment in the heart of amsterdam (de pijp). two bedrooms (one with double bed and one with single bed), separate toilet and shower room . nice living room with a balcony and open kitchen (67 m2). the apartment is located on the 3rd floor. wifi and tv with international channels and netflix are available.","de pijp is a hip/trendy neighboor with plenty of stores, cafes, restaurants and bars to walk around. the albert cupstraat market (popular food market), heineken experience and museum square are located at walking distance. for sunny days the sarphatipark and vondelpark are closeby for a walk or picnic :)",0,de pijp - rivierenbuurt,52.35666,4.89785,entire rental unit,entire home/apt,3,1 bath,1,2,2,"[""Heating"", ""Hair dryer"", ""Dishwasher"", ""Smoke alarm"", ""Refrigerator"", ""Wifi"", ""Stove"", ""Hot water"", ""Kitchen"", ""TV with standard cable"", ""Essentials"", ""Dedicated workspace"", ""Oven"", ""Iron"", ""Cooking basics"", ""Dishes and silverware"", ""Coffee maker"", ""Patio or balcony""]",1,1,1,0,0,0,1,0,4,322,$322.00,3,4.91,4.65,0
31139590,https://www.airbnb.com/rooms/31139590,amsterdam suite in the heart of the city,"be aware! steep stairs! enjoy the heart of the beautiful historic city centre of amsterdam, from our beautiful, authentic, and newly renovated dutch house. very bright, neat and spacious, with views on a renowned boutique street.","discover the beautiful and abundant city of amsterdam from the heart of its historic city centre right in-between the central station and the oldest part of the city, the 'jordaan' neighbourhood. the 'jordaan' is famous for the 9 little streets (9 straatjes), filled with local boutiques, the anne frank house, and local brown cafes. right behind the house you will find amsterdam's famous canals and all it's other main attractions close-by. the street offers many different food & drink options and even plenty of shops to get great souvenirs. at the end of the street there is an organic food market on wednesdays (haarlemmerplein), and on mondays & saturdays around the corner at the 'noordermarkt'. at the other end of the street you will start walking into the commercial shopping area of the city where you will find all major stores and brands. you can easily reach other famous attractions and sights from the house, such as the dam palace, museum district, the flower market, th",0,centrum-west,52.38104,4.89175,private room in rental unit,private room,2,1.5 shared baths,1.5,1,1,"[""Canal view"", ""Heating"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Wifi"", ""Hot water"", ""Lockbox"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Dedicated workspace"", ""Iron"", ""Self check-in"", ""Shampoo"", ""Coffee maker"", ""Fire extinguisher""]",1,0,0,0,0,0,0,0,1,101,$101.00,1,4.61,4.45,1
31150995,https://www.airbnb.com/rooms/31150995,bedbikeboat,the apartment is part of a houseboat which we designed & build ourselves. the apartment has two bed-cupboards which was typical for houseboats. there is a kitchen and a bathroom with toilet. it has a terrace with a bbq. its located in a quiet area in amsterdam north. from central station its 15 min by bus or 10 min by ferry (free & accessible for bikes) plus 5 min by bike. bike rental is possible with us on request. there is a supermarket nearby. we offer free wifi and free parking.,"amsterdam north is the place to be at the moment in amsterdam. the center is nowadays very busy with tourists and is buzzing 24/7. after a long day in amsterdam you want a good sleep in a peaceful surrounding with a garden to chill. if you want (within 10 min by bike) you can be in the beautiful nature reserve park called 'twiske'. around the houseboat there is plenty of birdlife like swans, ducks and overflying geese. there is a supermarket close by.",0,noord-west,52.41121,4.90171,private room in houseboat,private room,4,1 private bath,1,2,2,"[""Canal view"", ""Free street parking"", ""Backyard"", ""BBQ grill"", ""Wifi"", ""Hangers"", ""Children\u2019s books and toys"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Cooking basics"", ""Dishes and silverware"", ""Shampoo"", ""Coffee maker"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Lake access"", ""Host greets you"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Free parking on premises""]",1,1,0,0,0,1,0,0,3,240,$240.00,3,4.89,4.39,0
31196431,https://www.airbnb.com/rooms/31196431,1.houseboat.712; unique! 1st class experience! a/c,"i finally did it! this brandnew houseboat is designed with you in mind. meaning private entrance and amenities, sound proof walls and the best view in amsterdam overlooking the amstel river. on the left you see the grand amstel hotel and the royal theater carre, opposite amsterdam oldest rowing club. the light is reflected over the water. have you ever seen a swan lifting up out of the water? nature at its best straight in the center of amsterdam with little restaurants and bars gallore.","moored in the pijp area the houseboat is situated in a perfect place. the amstel river is the widest river in amsterdam so the views are broader and more tranquil. the pijp is known as the vibrant, trendy part of amsterdam. in walking distance there are nice little pubs and quant restaurants of all sorts but also a local market with flowers and food. you can rent a boat to explore the amstel river. public transport is in walking distance. when you book i will give you my personal foodie guide with my favourite restaurants.",1,de pijp - rivierenbuurt,52.35477,4.90627,private room in houseboat,private room,2,1 private bath,1,1,1,"[""Coffee"", ""Wifi"", ""Books and reading material"", ""Hangers"", ""Hot water kettle"", ""Shared patio or balcony"", ""Shower gel"", ""Cleaning products"", ""Hot water"", ""Bed linens"", ""Iron"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Laundromat nearby"", ""Microwave"", ""Air conditioning"", ""Smart lock"", ""Mini fridge"", ""Paid parking off premises"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Waterfront""]",1,0,0,1,0,1,0,0,3,184,$184.00,3,4.83,4.66,0
31208676,https://www.airbnb.com/rooms/31208676,city center,5 star host for 5 star guests',new market,1,centrum-oost,52.37055,4.90078,private room in condo,private room,2,1 shared bath,1,1,1,"[""Wifi"", ""Hangers"", ""Hot water kettle"", ""Washer"", ""Hot water"", ""Bed linens"", ""Iron"", ""Room-darkening shades"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Microwave"", ""Host greets you"", ""Clothing storage"", ""Bathtub"", ""Heating"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials""]",1,0,0,0,0,0,1,0,2,147,$147.00,2,4.98,4.76,0
31312245,https://www.airbnb.com/rooms/31312245,unique and city center,5 star host for 5 star guests',missing,1,centrum-west,52.37206,4.89912,private room in condo,private room,1,1 shared bath,1,1,1,"[""Wifi"", ""Hangers"", ""Shower gel"", ""Washer"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Iron"", ""Room-darkening shades"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Body soap"", ""Microwave"", ""Bathtub"", ""Heating"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials""]",1,0,0,0,0,0,1,0,2,125,$125.00,2,4.96,4.85,0
31322005,https://www.airbnb.com/rooms/31322005,luxury apartment canal district,"short stay! stylish canal-view apartment with rooftop terrace in the heart of amsterdam fully renovated and tastefully decorated apartment in amsterdam's historic center, with beautiful canal and city views. ideally located near the jordaan, leidseplein, and top museums - a perfect base for exploring the city. includes a bright living area, separate bedroom, modern bathroom, and well-equipped kitchen.","the apartment is situated in a peaceful and charming street located in amsterdam's vibrant jordaan district. nestled along the water, it offers a relaxed, authentic atmosphere while still being close to the city's cultural hotspots. what makes this area special the neighborhood is known for its unique blend of local charm, creative energy, and green surroundings. within walking distance, you'll find the lively westerpark with its cafes, galleries, and weekend markets. the area is also home to independent shops, trendy restaurants, and waterfront paths - perfect for enjoying morning walks or a laid-back afternoon. accessibility the location is well-connected to the rest of amsterdam. public transport options such as trams and buses are just a few minutes away, providing easy access to central station and other parts of the city. for cyclists, the area is bike-friendly and ideal for exploring amsterdam like a local. service relax and enjoy",1,centrum-west,52.37223,4.87583,entire rental unit,entire home/apt,2,1 bath,1,1,1,"[""Canal view"", ""Portable fans"", ""Toaster"", ""Wifi"", ""Hangers"", ""Hot water kettle"", ""Washer"", ""Wine glasses"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Iron"", ""City skyline view"", ""Shampoo"", ""Cooking basics"", ""Dishes and silverware"", ""Coffee maker"", ""Body soap"", ""Stove"", ""Oven"", ""Clothing storage"", ""Freezer"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Outdoor furniture"", ""Dryer""]",1,1,1,0,0,0,1,0,4,315,$315.00,3,4.82,4.64,0
31336563,https://www.airbnb.com/rooms/31336563,family house in amsterdam,"bright house, at the door is a playground suitable for children. child-friendly neighborhood. 500 meters from the metro and bus station and direct connection to the city center. 10 minutes from the beach and nature area, beautiful and green surroundings to be able to walk quietly. in the area at 3km are the academic medical center (amc), ikea. and at 4 km the heineken music hall, the ziggo dome, johan cruiff arena , p+r arena, afas live and amsterdamsepoort.",missing,0,gaasperdam - driemond,52.29556,4.99149,private room in home,private room,4,1.5 shared baths,1.5,2,2,"[""Free street parking"", ""Portable fans"", ""Jumbo body soap"", ""Wifi"", ""Hangers"", ""Hot water kettle"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Stainless steel gas stove"", ""Outdoor playground"", ""Central heating"", ""Ardo refrigerator"", ""Iron"", ""Paid washer \u2013 In unit"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Fire extinguisher"", ""Paid resort access"", ""Laundromat nearby"", ""Shared beach access \u2013 Beachfront"", ""EV charger"", ""Microwave"", ""Host greets you"", ""Dedicated workspace"", ""Free driveway parking on premises \u2013 2 spaces"", ""Bathtub"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Jumbo  conditioner"", ""Essentials"", ""Dryer"", ""Coffee maker: french press, Nespresso""]",1,1,1,0,0,1,1,0,5,206,$206.00,3,4.8,4.4,1
31352081,https://www.airbnb.com/rooms/31352081,4p- big and comfortable apartment in city centre,"welcome to our lovely apartment in the heart of amsterdam. me and my partner want to rent out our apartment for people who want to experience the true life of an amsterdammer. apartment is located close to all the adventure but in one of the most authentic and idyllic neighbourhoods. for a light, modern, historic and close to all the magic get-away, we would love to see you. 2 bedrooms + living room (big) + kitchen + bathroom 80m2 / 650 ft2+ license number: z/24/2307221","quiet sleeping in authentic neigborhood, close to the cannels and adventure of amsterdam!",0,centrum-west,52.38367,4.88812,entire condo,entire home/apt,4,1.5 baths,1.5,2,2,"[""Canal view"", ""Hangers"", ""Shower gel"", ""Washer"", ""Fast wifi \u2013 325 Mbps"", ""Cleaning products"", ""Hot water"", ""Bed linens"", ""Single level home"", ""Iron"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Body soap"", ""Baking sheet"", ""Garden view"", ""Microwave"", ""Stove"", ""Ethernet connection"", ""Game console"", ""Dedicated workspace"", ""Oven"", ""Paid parking off premises"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""49 inch HDTV with Amazon Prime Video, Chromecast, HBO Max, Netflix, premium cable, standard cable"", ""Kitchen"", ""Essentials"", ""Dryer""]",1,1,1,0,0,1,1,0,5,500,$500.00,4,4.81,4.66,0
31356236,https://www.airbnb.com/rooms/31356236,"city center, amazing canal views, 100% privacy","authentic 40m2 guest-space in our typical amsterdam style canal house. amazing views, 100% privacy. the house is built straight from the canal, like in venice. the house is situated in the old city center at 800 mtr walking distance from central station in a lovely and quiet street. private living-, bed- & bathroom * bike rental in street * near major landmarks, restaurants, shopping * clean, cosy & comfortable. important note: very steep stairs and no kitchen.","the neighborhood is 'centrum 1 / nieuwmarkt-lastage' and is the 1st and oldest neighborhood in the city. you'll find many shops, coffeeshops, restaurants and bars at a stones throw from my house. many interesting sites are at walking distance: * dam square / royal palace * waterloosquare * rembrandtsquare * rembranthouse * nieuwmarkt * artis zoo * hortus botanicus * hermitage museum * foam museum * jordaan area * madame tussauds * red light district * canal belt * ferry to amsterdam north (it's free and much fun!) some inside tips: * don't miss noordermarkt farmers-market on saturday and eat oysters & drink sparkling wine at mario's fish stand * rent bikes in the street and feel like a local. there are many interesting bike tours you can find online. * hps cocktail bar across the house is famous and serves the best cocktails. * gebro",1,centrum-oost,52.37162,4.90759,private room in condo,private room,4,1 private bath,1,1,2,"[""Canal view"", ""Portable fans"", ""Wifi"", ""Books and reading material"", ""Hangers"", ""Hot water kettle"", ""Lockbox"", ""Shower gel"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Private living room"", ""Hot water"", ""Bed linens"", ""TV with standard cable"", ""Iron"", ""Self check-in"", ""Monday conditioner"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Laundromat nearby"", ""Monday shampoo"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Bathtub"", ""Mini fridge"", ""Heating"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Waterfront"", ""Marie Stella Maris body soap""]",1,0,1,0,0,0,1,0,3,210,$210.00,2,4.89,4.69,0
31395349,https://www.airbnb.com/rooms/31395349,1-person student room,longterm comfortable and affordable room for 1 person. suitable when you have an internship or temporarily work in amsterdam. fast internet (glassfiber). shared bathroom and toilet. shared microwave and fridge. excellent transport facilities to center and airport. nearby big supermarket and shopping center. hablamos espanol!,quiet suburban neighbourhoud with excellent transport facilities. tram and shopping center aroud the corner.,1,de aker - nieuw sloten,52.3474,4.78988,private room in townhouse,private room,1,1 shared bath,1,1,1,"[""Heating"", ""Lock on bedroom door"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Bed linens"", ""Hangers"", ""Essentials"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Shampoo""]",1,0,0,0,0,1,0,0,2,39,$39.00,90,4.91,4.7,0
31397938,https://www.airbnb.com/rooms/31397938,amazing apartment | nearby the vondelpark & centre,"enjoy this lovely and authentic apartment in amsterdam. you will have a 2-floor apartment with 2 bedrooms and a modern bathroom with floor heating. it is located in a very quiet street in amsterdam oud-west, right around the corner of the great vondelpark, leidse square, many shops, nice cafe's, restaurants and public transport. it is very easy accessible from both the city centre as schiphol airport. when you are looking for 2 bedrooms this apartment will be exactly it!","oud west is close to the city-centre and close to both vondelpark and rembrandtpark. ten katestraat market is an excellent outdoor market with its charming cross-street 'bellamystraat' giving the area an old-fashion village vibe - complete with dance studio and blacksmith. kinkerstraat is a multicultural area with a large shopping street filled with bars, restaurants, clothes etc. it's criss-crossed with commercial streets, including overtoom which has become a major interiors boulevard. two of the city's more interesting alternative cultural complexes, ot301 and lab111, which both mix music, film and art, are located here. but for a real taste for the relaxed diversity of this neighbourhood, visit the sprawling terrace of du cap to truly witness all walks of life. and again: the whole city is pretty much nearby.",1,de baarsjes - oud-west,52.36216,4.87434,private room in bed and breakfast,private room,4,1 private bath,1,2,2,"[""Heating"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Iron"", ""Shampoo"", ""Coffee maker"", ""Fire extinguisher"", ""Washer""]",1,0,1,0,0,0,1,0,3,268,$268.00,1,4.66,4.46,1
31479401,https://www.airbnb.com/rooms/31479401,charming central all-in-1 apartment: behouden huys,"with its central location and relaxed vibe, you will have a comfortable stay in vibrant city amsterdam. its close to all the different attractions and experiences. its still one of the spots close to the center where you can feel a real citizen for a couple of days. the apartment has all the basics and is decorated with second hand furniture. i've lived here for 10 years already with joy. there are cafes and restaurants nearby, as well are the westerpark and shopping street haarlemmerstraat.",missing,0,westerpark,52.38853,4.88581,entire rental unit,entire home/apt,2,1 bath,1,1,1,"[""Coffee"", ""Wifi"", ""Hot water kettle"", ""Lockbox"", ""Washer"", ""Wine glasses"", ""Dining table"", ""Hot water"", ""Bed linens"", ""TV with standard cable"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Self check-in"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Microwave"", ""Stove"", ""Oven"", ""Clothing storage"", ""Freezer"", ""Paid parking off premises"", ""Heating"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Dryer""]",1,1,1,0,0,1,1,0,5,171,$171.00,3,5,4.86,0
31502313,https://www.airbnb.com/rooms/31502313,stylish and luxurious renovated farm in amsterdam,"we recently renovated this former farm which is now a fully equipped luxurious home. it has a monumental status, which means that many of the historic features have been maintained, but with a modern touch. is has three bedrooms, two bathrooms, a brand new kitchen with all amenities (espresso machine, toaster, boretti stove, kitchen aid etc.), two living rooms (one downstairs, one upstairs including large television) and a large garden. the house is also perfect to visit with kids.","we live in a calm neighbourhood but still in close distance to the city centre. there is a supermarket next door and a shopping center 3 minutes away. there is a bus stop in front of the house taking you to the metro (it takes c. 20 minutes by public transport to get to amsterdam central) and you can reach the metro and ferry within 10 minutes by bike. also, the trending cultural area ndsm is 10 minutes by bike and the beautiful nature reserve 't twiske is a 5 minutes walk away (perfect for a nice morning run or a swim!).",1,noord-west,52.42141,4.891,entire place,entire home/apt,4,2 baths,2,3,4,"[""Coffee"", ""Free street parking"", ""Backyard"", ""Toaster"", ""Wifi"", ""Books and reading material"", ""Hangers"", ""Hot water kettle"", ""Bluetooth sound system"", ""Crib - available upon request"", ""Standalone high chair - available upon request"", ""Children\u2019s dinnerware"", ""Private gym in building"", ""Shower gel"", ""River view"", ""Washer"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Wine glasses"", ""Cleaning products"", ""Baby safety gates"", ""Dining table"", ""TV"", ""Hot water"", ""Bed linens"", ""Stainless steel gas stove"", ""Outlet covers"", ""Long term stays allowed"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Blender"", ""Fire extinguisher"", ""Private BBQ grill: gas"", ""Luggage dropoff allowed"", ""Body soap"", ""Baking sheet"", ""Outdoor dining area"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Garden view"", ""EV charger"", ""Microwave"", ""Air conditioning"", ""Drying rack for clothing"", ""Board games"", ""Dedicated workspace"", ""Oven"", ""Bathtub"", ""Freezer"", ""Barbecue utensils"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Extra pillows and blankets"", ""Baby bath"", ""Changing table"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Essentials"", ""Patio or balcony"", ""Outdoor furniture"", ""Dryer"", ""Free parking on premises"", ""Clothing storage: closet"", ""Conditioner""]",1,1,1,1,0,1,1,0,6,340,$340.00,4,5,4.92,0
31536003,https://www.airbnb.com/rooms/31536003,spacious bright family apartment + rooftop terrace,"spacious and bright apartment in amsterdam west - de baarsjes. enjoy the local cafes and restaurants or take a short 10 minute trip towards amsterdam's historical city center. the apartment is well equipped with a modern kitchen, two bathrooms and a balcony. perfect for families with kids. given that this is a family home we rent out only to families and couples, no groups of friends! (sorry no exceptions, so please do not inquire if you are a group of friends we have strict house rules)","the baarsjes is one of the new hip areas where you can enjoy many new local bars, restaurants and shops. a must visit is the new venue ""de hallen"", a former tram depot that has been altered into 8 film centers, restaurants, market and expo. it's less than 10 minute walking from our house. there are several playgrounds very close by, as well as a petting zoo. a great neighborhood for families.",0,de baarsjes - oud-west,52.37241,4.86122,entire rental unit,entire home/apt,4,1.5 baths,1.5,3,3,"[""Wifi"", ""Hangers"", ""Lockbox"", ""Washer"", ""TV"", ""Hot water"", ""Iron"", ""Private patio or balcony"", ""Cooking basics"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Self check-in"", ""Fire extinguisher"", ""Microwave"", ""Stove"", ""Oven"", ""Bathtub"", ""Paid parking off premises"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Dryer""]",1,1,1,0,0,1,1,0,5,270,$270.00,5,4.62,4.67,0
31561365,https://www.airbnb.com/rooms/31561365,entire private apartment in renovated cargo ship,"***please read carefully before booking*** 1. the boat is still operational. it's not a ""floating apartment"" but an actual boat. 2. if you are used to 5* hotels with airconditioning etc. this might not be you're type of accommodation. 3. if you have an adventurous mindset and want to experience staying in a unique renovated cargo ship you're more then welcome. parking spot in a secured parking available within 3 minutes walking distance ask for availability and rates","the area is famous for it's futuristic and spacious architecture. there are multiple bars & restaurants in the direct area. at 5-10 minutes walking is a complete shopping center with a butcher, fish store and multiple (biological) supermarkets.",0,oostelijk havengebied - indische buurt,52.3774,4.94563,houseboat,entire home/apt,4,1 bath,1,2,5,"[""Coffee"", ""Paid parking garage off premises"", ""Big green smile shampoo"", ""Portable fans"", ""Toaster"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Wifi"", ""Hot water kettle"", ""Indoor fireplace"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Hot water"", ""Bed linens"", ""Biga green smile body soap"", ""Stainless steel gas stove"", ""Long term stays allowed"", ""Self check-in"", ""Cooking basics"", ""Dishes and silverware"", ""Blender"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Microwave"", ""Barbecue utensils"", ""Harbor view"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Dishwasher"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Marantz sound system with aux"", ""Kitchen"", ""Essentials"", ""Waterfront"", ""Free washer \u2013 In unit""]",1,1,0,0,0,1,1,0,4,193,$193.00,4,4.61,4.5,0
31582709,https://www.airbnb.com/rooms/31582709,"spacious, private apartment | museum area","spacious boutique-style apartment in the heart of amsterdam this beautifully decorated apartment features high ceilings, a charming bathroom with a bathtub, a separate toilet, a fully equipped kitchen, and two private balconies. located on a peaceful street just steps away from vondelpark, the museum quarter, and the iconic canals, everything you need is within a five-minute walk. towels, soap, and a hairdryer are provided for your convenience.","the apartment is located in a very calm (unesco listed) street, 1 minute walking from the vondelpark, 5 minutes walking from the museum square and 5 minutes walking from the canals and the leidseplein. 10 minutes walking from the foodhallen. anything is around the corner and everything is on a walkable distance.",1,zuid,52.36039,4.87734,private room in bed and breakfast,private room,4,1.5 baths,1.5,2,2,"[""Heating"", ""Hair dryer"", ""Crib"", ""Dishwasher"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Refrigerator"", ""Hot water"", ""Kitchen"", ""Private living room"", ""Essentials"", ""Host greets you"", ""Dedicated workspace"", ""Oven"", ""Cooking basics"", ""Dishes and silverware"", ""Coffee maker""]",1,1,1,0,0,0,1,0,4,357,$357.00,4,4.93,4.68,0
31619907,https://www.airbnb.com/rooms/31619907,"spacious studio, free parking & along the ij river","spacious studio 55 m2, free parking & 8 minutes to amsterdam central station by car or 15 minutes by tram the studio is located in amsterdam oost, along the ij-river. after entering the shared hall, you find the door to the studio. in the studio there is one double bed and a sofabed (baby cot is available), the private bathroom has a shower and toilet. there is a microwave/oven, toaster, fridge, kettle, nespresso coffee machine and a tv for streaming. coffee and tea for free.","the studio is located in a newly build and upcoming area. there are a few eatery in this neighborhood (haddock, bij storm, nuttig, znekbar), ah supermarket and grocery store which both are open 7 days a week, all walking distance.",1,ijburg - zeeburgereiland,52.37327,4.96813,private room in home,private room,4,1 private bath,1,1,2,"[""Free parking on premises"", ""Backyard"", ""Wifi"", ""Hangers"", ""Lockbox"", ""Shower gel"", ""Hot water"", ""Bed linens"", ""TV with standard cable"", ""Single level home"", ""Self check-in"", ""Private patio or balcony"", ""Dishes and silverware"", ""Shampoo"", ""Coffee maker"", ""Microwave"", ""Paid parking off premises"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Waterfront""]",1,0,1,0,0,1,0,0,3,135,$135.00,3,4.92,4.66,0
